Ensembl	Gene	"Gene synonym"	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"
ENSG00000183773	AIFM3	"AIFL, FLJ30473"	"Apoptosis inducing factor, mitochondria associated 3"	Q96NN9	22	20965108-20981360	"Predicted intracellular proteins"	"Apoptosis, Electron transport, Transport"	Oxidoreductase	
ENSG00000109107	ALDOC		"Aldolase, fructose-bisphosphate C"	P09972	17	28573115-28577264	"Cancer-related genes, Candidate cardiovascular disease genes, Enzymes, Plasma proteins, Predicted intracellular proteins"	Glycolysis	Lyase	"Cancer-related genes"
ENSG00000180071	ANKRD18A	"FLJ35740, KIAA2015"	"Ankyrin repeat domain 18A"	Q8IVF6	9	38571358-38620660	"Predicted intracellular proteins"			
ENSG00000189127	ANKRD34B	DP58	"Ankyrin repeat domain 34B"	A5PLL1	5	80556755-80570488	"Predicted intracellular proteins"			
ENSG00000034053	APBA2	"D15S1518E, HsT16821, LIN-10, MGC:14091, MINT2, X11L"	"Amyloid beta precursor protein binding family A member 2"	Q99767	15	28884483-29118315	"Predicted intracellular proteins"	"Protein transport, Transport"		
ENSG00000128805	ARHGAP22	RhoGAP2	"Rho GTPase activating protein 22"	Q7Z5H3	10	48446034-48656265	"Predicted intracellular proteins"	"Angiogenesis, Differentiation, Transcription, Transcription regulation"	"Developmental protein, GTPase activation"	
ENSG00000214694	ARHGEF33		"Rho guanine nucleotide exchange factor 33"	A8MVX0	2	38889841-38975449	"Predicted intracellular proteins"		"Guanine-nucleotide releasing factor"	
ENSG00000108684	ASIC2	"ACCN, ACCN1, ASIC2a, BNaC1, BNC1, hBNaC1, MDEG"	"Acid sensing ion channel subunit 2"	Q16515	17	33013087-34174964	"Plasma proteins, Predicted membrane proteins"	"Ion transport, Sodium transport, Transport"	"Ion channel, Sodium channel"	
ENSG00000152092	ASTN1	ASTN	"Astrotactin 1"	O14525	1	176857302-177164973	"Plasma proteins, Predicted membrane proteins, Transporters"	"Cell adhesion"		
ENSG00000179774	ATOH7	"bHLHa13, Math5"	"Atonal bHLH transcription factor 7"	Q8N100	10	68230624-68232103	"Disease related genes, Predicted intracellular proteins, Transcription factors"	"Differentiation, Neurogenesis, Transcription, Transcription regulation"	"Developmental protein, DNA-binding"	"Disease mutation"
ENSG00000187527	ATP13A5	FLJ16025	"ATPase 13A5"	Q4VNC0	3	193274790-193378843	"Predicted membrane proteins"		Translocase	
ENSG00000143032	BARHL2		"BarH like homeobox 2"	Q9NY43	1	90711539-90717237	"Predicted intracellular proteins, Transcription factors"	"Transcription, Transcription regulation"	DNA-binding	
ENSG00000125533	BHLHE23	"bA305P22.3, Beta4, BHLHB4, bHLHe23"	"Basic helix-loop-helix family member e23"	Q8NDY6	20	63005927-63007035	"Predicted intracellular proteins, Transcription factors"	"Transcription, Transcription regulation"	DNA-binding	
ENSG00000212719	C17orf51	"FLJ12977, FLJ31874, FLJ33618"	"Chromosome 17 open reading frame 51"	A8MQB3	17	21524790-21574458	"Predicted intracellular proteins"			
ENSG00000184471	C1QTNF8	"CTRP8, UNQ5829"	"C1q and TNF related 8"	P60827	16	1090005-1096244	"Predicted secreted proteins"			
ENSG00000188674	C2orf80	"GONDA1, LOC389073"	"Chromosome 2 open reading frame 80"	Q0P641	2	208165343-208190073	"Predicted intracellular proteins"			
ENSG00000215217	C5orf49	LOC134121	"Chromosome 5 open reading frame 49"	A4QMS7	5	7830378-7851490	"Predicted intracellular proteins"			
ENSG00000204352	C9orf129	bA165J3.3	"Chromosome 9 open reading frame 129"	Q5T035	9	93318199-93346414	"Predicted intracellular proteins"			
ENSG00000008118	CAMK1G	"CLICKIII, dJ272L16.1, VWS1"	"Calcium/calmodulin dependent protein kinase IG"	Q96NX5	1	209583717-209613938	"Enzymes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins"		"Allosteric enzyme, Calmodulin-binding, Kinase, Serine/threonine-protein kinase, Transferase"	
ENSG00000274070	CASTOR2	"GATSL1, GATSL2"	"Cytosolic arginine sensor for mTORC1 subunit 2"	A6NHX0	7	74964818-75024798	"Predicted intracellular proteins"			
ENSG00000141668	CBLN2		"Cerebellin 2 precursor"	Q8IUK8	18	72536680-72638521	"Predicted intracellular proteins, Predicted secreted proteins"			
ENSG00000128596	CCDC136	"DKFZP434G156, KIAA1793, NAG6"	"Coiled-coil domain containing 136"	Q96JN2	7	128790757-128822132	"Predicted intracellular proteins, Predicted membrane proteins"	"Differentiation, Fertilization, Spermatogenesis"		
ENSG00000162004	CCDC78	"C16orf25, FLJ34512"	"Coiled-coil domain containing 78"	A2IDD5	16	722582-726954	"Disease related genes, Predicted intracellular proteins"	"Cilium biogenesis/degradation"		
ENSG00000147082	CCNB3		"Cyclin B3"	Q8WWL7	X	50202713-50351910	"Predicted intracellular proteins"	"Cell cycle, Cell division, Meiosis"	Cyclin	
ENSG00000113100	CDH9		"Cadherin 9"	Q9ULB4	5	26880600-27121150	"Predicted intracellular proteins, Predicted membrane proteins"	"Cell adhesion"		
ENSG00000148600	CDHR1	"CORD15, KIAA1775, PCDH21, RP65"	"Cadherin related family member 1"	Q96JP9	10	84194635-84219621	"Disease related genes, Predicted intracellular proteins, Predicted membrane proteins"	"Cell adhesion"	Receptor	"Cone-rod dystrophy"
ENSG00000171450	CDK5R2	"NCK5AI, P39, p39nck5ai"	"Cyclin dependent kinase 5 regulatory subunit 2"	Q13319	2	218959655-218962162	"Predicted intracellular proteins"			
ENSG00000224109	CENPVL3	CENPVP3	"Centromere protein V like 3"		X	51617024-51618968	"Predicted intracellular proteins"			
ENSG00000100399	CHADL	SLRR4B	"Chondroadherin like"	Q6NUI6	22	41229510-41240934	"Predicted intracellular proteins, Predicted secreted proteins"			
ENSG00000184984	CHRM5		"Cholinergic receptor muscarinic 5"	P08912	15	33968720-34067457	"FDA approved drug targets, G-protein coupled receptors, Predicted intracellular proteins, Predicted membrane proteins"		"G-protein coupled receptor, Receptor, Transducer"	"FDA approved drug targets"
ENSG00000101204	CHRNA4	"BFNC, EBN, EBN1"	"Cholinergic receptor nicotinic alpha 4 subunit"	P43681	20	63343223-63378401	"Disease related genes, FDA approved drug targets, Predicted membrane proteins, Transporters"	"Ion transport, Transport"	"Ion channel, Ligand-gated ion channel, Receptor"	"Disease mutation, Epilepsy, FDA approved drug targets"
ENSG00000172243	CLEC7A	"CD369, CLECSF12, dectin-1, hDectin-1, SCARE2"	"C-type lectin domain containing 7A"	Q9BXN2	12	10116777-10130258	"Disease related genes, Predicted intracellular proteins, Predicted membrane proteins"	"Immunity, Inflammatory response, Innate immunity"	Receptor	
ENSG00000177182	CLVS1	"C6orf212L, CRALBPL, MGC34646, RLBP1L1"	"Clavesin 1"	Q8IUQ0	8	61057158-61501645	"Predicted intracellular proteins"			
ENSG00000173786	CNP		"2',3'-cyclic nucleotide 3' phosphodiesterase"	P09543	17	41966741-41977731	"Enzymes, Plasma proteins, Predicted intracellular proteins"		"Hydrolase, RNA-binding"	
ENSG00000100473	COCH	"COCH-5B2, DFNA31, DFNA9"	Cochlin	O43405	14	30874514-30895065	"Disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted secreted proteins, Transporters"	Hearing		"Deafness, Disease mutation, Non-syndromic deafness"
ENSG00000082293	COL19A1		"Collagen type XIX alpha 1 chain"	Q14993	6	69866571-70209976	"Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins"	"Cell adhesion, Differentiation, Myogenesis"	"Developmental protein"	
ENSG00000183230	CTNNA3	"MGC26194, VR22"	"Catenin alpha 3"	Q9UI47	10	65912518-67696169	"Disease related genes, Predicted intracellular proteins"	"Cell adhesion"		"Cardiomyopathy, Disease mutation"
ENSG00000205279	CTXN3		"Cortexin 3"	Q4LDR2	5	127649044-127658630	"Predicted membrane proteins"			
ENSG00000133083	DCLK1	"DCAMKL1, DCDC3A, DCLK, KIAA0369"	"Doublecortin like kinase 1"	O15075	13	35768652-36131306	"Enzymes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins"	"Differentiation, Neurogenesis"	"Developmental protein, Kinase, Serine/threonine-protein kinase, Transferase"	
ENSG00000170390	DCLK2	"DCAMKL2, DCDC3, DCDC3B, DCK2, MGC45428"	"Doublecortin like kinase 2"	Q8N568	4	150078274-150257457	"Enzymes, Predicted intracellular proteins"		"Kinase, Serine/threonine-protein kinase, Transferase"	
ENSG00000186047	DLEU7	FLJ44882	"Deleted in lymphocytic leukemia, 7"	Q6UYE1	13	50711008-50843939	"Predicted intracellular proteins"			
ENSG00000198010	DLGAP2	"C8orf68, DAP-2, ERICH1-AS1"	"DLG associated protein 2"	Q9P1A6	8	737596-1708474	"Nuclear receptors, Predicted intracellular proteins"			
ENSG00000116544	DLGAP3	"DAP3, SAPAP3"	"DLG associated protein 3"	O95886	1	34865436-34929585	"Predicted intracellular proteins"			
ENSG00000203734	ECT2L	"ARHGEF32, C6orf91, FBXO49, LFDH"	"Epithelial cell transforming 2 like"	Q008S8	6	138795926-138904070	"Predicted intracellular proteins"		"Guanine-nucleotide releasing factor"	
ENSG00000135625	EGR4	"NGFI-C, PAT133"	"Early growth response 4"	Q05215	2	73290929-73293705	"Predicted intracellular proteins, Transcription factors"	"Transcription, Transcription regulation"	DNA-binding	
ENSG00000163064	EN1		"Engrailed homeobox 1"	Q05925	2	118842171-118847678	"Predicted intracellular proteins, Transcription factors"		"Developmental protein, DNA-binding"	
ENSG00000168913	ENHO	"C9orf165, UNQ470"	"Energy homeostasis associated"	Q6UWT2	9	34521040-34523041	"Predicted secreted proteins"			
ENSG00000111674	ENO2		"Enolase 2"	P09104	12	6913745-6923698	"Cancer-related genes, Candidate cardiovascular disease genes, Enzymes, Plasma proteins, Predicted intracellular proteins"	Glycolysis	Lyase	"Cancer-related genes"
ENSG00000070886	EPHA8	"EEK, Hek3"	"EPH receptor A8"	P29322	1	22563564-22603594	"Cancer-related genes, Enzymes, Predicted intracellular proteins, Predicted membrane proteins"	"Cell adhesion, Neurogenesis"	"Developmental protein, Kinase, Receptor, Transferase, Tyrosine-protein kinase"	"Cancer-related genes"
ENSG00000154928	EPHB1	"EPHT2, Hek6"	"EPH receptor B1"	P54762	3	134597801-135260467	"Enzymes, Predicted intracellular proteins, Predicted membrane proteins"	"Cell adhesion, Neurogenesis"	"Kinase, Receptor, Transferase, Tyrosine-protein kinase"	
ENSG00000172031	EPHX4	"ABHD7, EPHXRP, FLJ90341"	"Epoxide hydrolase 4"	Q8IUS5	1	92029982-92063536	"Predicted intracellular proteins"		Hydrolase	
ENSG00000187672	ERC2	"CAST, CAST1, ELKSL, KIAA0378, SPBC110, Spc110"	"ELKS/RAB6-interacting/CAST family member 2"	O15083	3	55508308-56468363	"Plasma proteins, Predicted intracellular proteins"			
ENSG00000164089	ETNPPL	AGXT2L1	"Ethanolamine-phosphate phospho-lyase"	Q8TBG4	4	108742040-108763054	"Enzymes, Predicted intracellular proteins"		Lyase	
ENSG00000164434	FABP7	"B-FABP, BLBP"	"Fatty acid binding protein 7"	O15540	6	122779475-122784074	"Predicted intracellular proteins"	Transport		
ENSG00000179083	FAM133A	"CT115, FLJ37659, RP1-32F7.2"	"Family with sequence similarity 133 member A"	Q8N9E0	X	93674013-93712274	"Predicted intracellular proteins"			
ENSG00000086570	FAT2	"CDHF8, CDHR9, HFAT2, MEGF1"	"FAT atypical cadherin 2"	Q9NYQ8	5	151504093-151568944	"Plasma proteins, Predicted membrane proteins"	"Cell adhesion"		"Disease mutation, Neurodegeneration, Spinocerebellar ataxia"
ENSG00000130475	FCHO1	KIAA0290	"FCH domain only 1"	O14526	19	17747718-17788568	"Predicted intracellular proteins"	Endocytosis		
ENSG00000149557	FEZ1	UNC-76	"Fasciculation and elongation protein zeta 1"	Q99689	11	125445745-125496317	"Predicted intracellular proteins"	Transport		
ENSG00000128610	FEZF1	ZNF312B	"FEZ family zinc finger 1"	A0PJY2	7	122301394-122310691	"Disease related genes, Predicted intracellular proteins, Transcription factors"	"Differentiation, Neurogenesis, Transcription, Transcription regulation"	"Developmental protein, DNA-binding, Repressor"	"Disease mutation, Hypogonadotropic hypogonadism, Kallmann syndrome"
ENSG00000138675	FGF5		"Fibroblast growth factor 5"	P12034	4	80266599-80336680	"Disease related genes, Predicted secreted proteins, RAS pathway related proteins"		"Growth factor, Mitogen"	"Disease mutation, Proto-oncogene"
ENSG00000171956	FOXB1	"FKH5, HFKH-5"	"Forkhead box B1"	Q99853	15	60004222-60061730	"Predicted intracellular proteins, Transcription factors"	"Transcription, Transcription regulation"	DNA-binding	
ENSG00000273514	FOXD4L6		"Forkhead box D4 like 6"	Q3SYB3	9	41126430-41128463	"Predicted intracellular proteins, Transcription factors"	"Transcription, Transcription regulation"	DNA-binding	
ENSG00000186790	FOXE3	"FKHL12, FREAC8"	"Forkhead box E3"	Q13461	1	47416072-47418052	"Disease related genes, Predicted intracellular proteins, Transcription factors"	"Transcription, Transcription regulation"	DNA-binding	"Aortic aneurysm, Cataract, Disease mutation, Peters anomaly"
ENSG00000170324	FRMPD2	"MGC35285, PDZD5C, PDZK5C"	"FERM and PDZ domain containing 2"	Q68DX3	10	48153088-48274870	"Predicted intracellular proteins"			
ENSG00000151834	GABRA2		"Gamma-aminobutyric acid type A receptor alpha2 subunit"	P47869	4	46248427-46475230	"FDA approved drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters"	"Ion transport, Transport"	"Chloride channel, Ion channel, Ligand-gated ion channel, Receptor"	"Disease mutation, Epilepsy, FDA approved drug targets"
ENSG00000109158	GABRA4		"Gamma-aminobutyric acid type A receptor alpha4 subunit"	P48169	4	46918900-46994407	"FDA approved drug targets, Predicted membrane proteins"	"Ion transport, Transport"	"Chloride channel, Ion channel, Ligand-gated ion channel, Receptor"	"FDA approved drug targets"
ENSG00000163288	GABRB1		"Gamma-aminobutyric acid type A receptor beta1 subunit"	P18505	4	46993723-47426444	"Disease related genes, FDA approved drug targets, Predicted intracellular proteins, Predicted membrane proteins"	"Ion transport, Transport"	"Chloride channel, Ion channel, Ligand-gated ion channel, Receptor"	"Disease mutation, Epilepsy, FDA approved drug targets"
ENSG00000157833	GAREM2	"FAM59B, FLJ00375, GAREML, KIAA2038"	"GRB2 associated regulator of MAPK1 subtype 2"	Q75VX8	2	26173091-26189663	"Predicted intracellular proteins"			
ENSG00000203879	GDI1	"FLJ41411, GDIL, MRX41, MRX48, OPHN2, RABGDIA, XAP-4"	"GDP dissociation inhibitor 1"	P31150	X	154436913-154443467	"Disease related genes, Plasma proteins, Predicted intracellular proteins"		"GTPase activation"	"Disease mutation, Mental retardation"
ENSG00000145451	GLRA3		"Glycine receptor alpha 3"	O75311	4	174636914-174829314	"FDA approved drug targets, Predicted membrane proteins, Transporters"	"Ion transport, Transport"	"Chloride channel, Ion channel, Ligand-gated ion channel, Receptor"	"FDA approved drug targets"
ENSG00000132975	GPR12	"GPCR21, PPP1R84"	"G protein-coupled receptor 12"	P47775	13	26755200-26760785	"G-protein coupled receptors, Predicted membrane proteins"		"G-protein coupled receptor, Receptor, Transducer"	
ENSG00000170775	GPR37	"EDNRBL, hET(B)R-LP, PAELR"	"G protein-coupled receptor 37"	O15354	7	124745997-124765627	"G-protein coupled receptors, Predicted membrane proteins, Transporters"		"G-protein coupled receptor, Receptor, Transducer"	
ENSG00000135973	GPR45	"PSP24, PSP24A"	"G protein-coupled receptor 45"	Q9Y5Y3	2	105241743-105243049	"G-protein coupled receptors, Predicted membrane proteins"		"G-protein coupled receptor, Receptor, Transducer"	
ENSG00000164604	GPR85	SREB2	"G protein-coupled receptor 85"	P60893	7	113078331-113087778	"G-protein coupled receptors, Predicted membrane proteins"		"G-protein coupled receptor, Receptor, Transducer"	
ENSG00000169258	GPRIN1	"GRIN1, KIAA1893"	"G protein regulated inducer of neurite outgrowth 1"	Q7Z2K8	5	176595802-176610133	"Predicted intracellular proteins"			
ENSG00000023171	GRAMD1B	"KIAA1201, LINC01059"	"GRAM domain containing 1B"	Q3KR37	11	123358428-123627774	"Predicted intracellular proteins, Predicted membrane proteins, Transporters"	"Lipid transport, Transport"		
ENSG00000198785	GRIN3A	GluN3A	"Glutamate ionotropic receptor NMDA type subunit 3A"	Q8TCU5	9	101569353-101738580	"FDA approved drug targets, Predicted membrane proteins"	"Ion transport, Transport"	"Ion channel, Ligand-gated ion channel, Receptor"	"FDA approved drug targets"
ENSG00000056998	GYG2	GN-2	"Glycogenin 2"	O15488	X	2828788-2882820	"Enzymes, Predicted intracellular proteins"	"Glycogen biosynthesis"	Transferase	
ENSG00000269466	H3.Y		"Histone cluster 2, H3c pseudogene"		5	17654870-17655847	"Predicted intracellular proteins"			
ENSG00000187664	HAPLN4	"BRAL2, KIAA1926"	"Hyaluronan and proteoglycan link protein 4"	Q86UW8	19	19255641-19262796	"Predicted secreted proteins"			
ENSG00000138622	HCN4		"Hyperpolarization activated cyclic nucleotide gated potassium channel 4"	Q9Y3Q4	15	73319859-73369264	"Disease related genes, Potential drug targets, Predicted membrane proteins, Transporters, Voltage-gated ion channels"	"Ion transport, Potassium transport, Sodium transport, Transport"	"Ion channel, Ligand-gated ion channel, Potassium channel, Sodium channel, Voltage-gated channel"	"Brugada syndrome, Disease mutation"
ENSG00000221887	HMSD	"ACC-6, ACC6, C18orf53"	"Histocompatibility minor serpin domain containing"	"A8MTL9, P0C7T4"	18	63949301-63981774	"Predicted intracellular proteins, Predicted secreted proteins"		"Protease inhibitor, Serine protease inhibitor"	
ENSG00000122254	HS3ST2	3OST2	"Heparan sulfate-glucosamine 3-sulfotransferase 2"	Q9Y278	16	22814177-22916338	"Enzymes, Predicted intracellular proteins"		Transferase	
ENSG00000186792	HYAL3	"LUCA-3, LUCA14, Minna14"	"Hyaluronoglucosaminidase 3"	O43820	3	50292831-50299468	"Enzymes, Predicted intracellular proteins, Predicted secreted proteins"	Fertilization	"Glycosidase, Hydrolase"	
ENSG00000233816	IFNA13		"Interferon alpha 13"	P01562	9	21367424-21368962	"Cancer-related genes, Plasma proteins, Predicted secreted proteins"	"Antiviral defense"	Cytokine	"Cancer-related genes"
ENSG00000137142	IGFBPL1	bA113O24.1	"Insulin like growth factor binding protein like 1"	Q8WX77	9	38408994-38424447	"Predicted secreted proteins"			
ENSG00000148798	INA	"NEF5, NF-66"	"Internexin neuronal intermediate filament protein alpha"	Q16352	10	103277163-103290351	"Predicted intracellular proteins"	"Differentiation, Neurogenesis"	"Developmental protein"	
ENSG00000168348	INSM2	"IA-6, Mlt1"	"INSM transcriptional repressor 2"	Q96T92	14	35534042-35537054	"Predicted intracellular proteins, Transcription factors"	"Transcription, Transcription regulation"	DNA-binding	
